DBA_NAME,CLS,PBC,MAIL_ADDR_LINE1,CITY,STATE,MAIL_ZIP
BURGER KING,8,5800,2978 16TH ST,SAN FRANCISCO,CA,94103-3632
SAN FRANCISCO BADLANDS,8,5800,4121 18TH ST,SAN FRANCISCO,CA,94114-2407
CASTRO BAR,8,5800,4121 18TH ST,SAN FRANCISCO,CA,94114-2407
PATIO CAFE,8,5800,4121 18TH ST,SAN FRANCISCO,CA,94114-2407
CASTROBAR,8,5800,4121 18TH ST,SAN FRANCISCO,CA,94114-2407
SHABU-SEN,8,5800,21812 VENTURA BL,WOODLAND HILLS,CA,91364-1837
MCDONALDS,8,5800,609 MARKET ST,SAN FRANCISCO,CA,94105-3301
NEETOS CAFE,8,5800,NEETOS INC.,CONCORD,CA,94518-2346
GGU STDNT CTR CFE OP BY NEETOS,8,5800,NEETOS INC.,CONCORD,CA,94518-2346
NEIMAN-MARCUS/ROTUNDA,8,5800,1201 ELM ST 20TH FL,DALLAS,TX,75270
BIG LANTERN,8,5800,3170 16TH ST,SAN FRANCISCO,CA,94103-3363
BOW HON RESTAURANT,8,5800,850 GRANT AVE,SAN FRANCISCO,CA,94108-1709
NEW CASTILLITO INC,8,5800,2092 MISSION ST,SAN FRANCISCO,CA,94110-1218
NEW CENTURY SEAFOOD MARKET INC,8,5800,2427 NORIEGA ST,SAN FRANCISCO,CA,94122
SUSHI RAW #3,8,5800,682 HAIGHT ST,SAN FRANCISCO,CA,94117-3305
NEW DELHI RESTAURANT,8,5800,160 ELLIS ST,SAN FRANCISCO,CA,94102-2122
REVEILLE COFFEE TRUCK,8,5800,937 HARRISON ST,SAN FRANCISCO,CA,94107-1034
REVEILLE COFFEE,8,5800,937 HARRISON ST,SAN FRANCISCO,CA,94107-1034
REVEILLE,8,5800,937 HARRISON ST,SAN FRANCISCO,CA,94107-1034
GREEN GARDEN RESTAURANT,8,5800,434 BROADWAY ST,SAN FRANCISCO,CA,94133-4515
NEW LUN TING CAFE INC,8,5800,567 PINE ST #201,SAN FRANCISCO,CA,94108-3221
OSHA THAI RESTAURANT & LOUNGE,8,5800,301 MAIN ST #18A,SAN FRANCISCO,CA,94105-5042
NEW SPOT INC,8,5800,632 20TH STREET,SAN FRANCISCO,CA,94107-3117
DOJIMA ANN,8,5800,219 OFARRELL ST,SAN FRANCISCO,CA,94102-2118
NEW TAIPEI RESTAURANT CORP,8,5800,3017 19TH AVE,SAN FRANCISCO,CA,94132-1626
ANDYS ECELLENT CHINESE CUISINE,8,5800,1358 9TH AV,SAN FRANCISCO,CA,94122-2309
THE LIVING ROOM,8,5800,301 TOCOLOMA AVE,SAN FRANCISCO,CA,94134-2458
NICARAGUA RESTAURANT INC,8,5800,3015 MISSION ST,SAN FRANCISCO,CA,94110-4501
NIHON WHISKY LOUNGE,8,5800,1300 FULTON ST,SAN FRANCISCO,CA,94117-1416
NINKI CREPES,8,5800,1439 TARAVAL ST,SAN FRANCISCO,CA,94116-2347
NINKI SUSHI BAR AND RESTAURANT,8,5800,1439 TARAVAL ST,SAN FRANCISCO,CA,94116-2347
NINKI RESTAURANT & LOUNGE,8,5800,1439 TARAVAL ST,SAN FRANCISCO,CA,94116-2347
NINKI BAR,8,5800,1439 TARAVAL ST,SAN FRANCISCO,CA,94116-2347
NINKI TEA,8,5800,1439 TARAVAL ST,SAN FRANCISCO,CA,94116-2347
NINKI,8,5800,1439 TARAVAL ST,SAN FRANCISCO,CA,94116-2347
NINKI BAR & RESTAURANT,8,5800,1439 TARAVAL ST,SAN FRANCISCO,CA,94116-2347
SHIMO RESTAURANT,8,5800,2339 CLEMENT ST,SAN FRANCISCO,CA,94121-1919
TOFU VILLAGE,8,5800,1920 IRVING ST,SAN FRANCISCO,CA,94122-1714
SUBWAY SANDWICHES #34341,8,5800,PO BOX 640900,SAN FRANCISCO,CA,94164
NIPPON-YA,8,5800,1737 POST ST #345,SAN FRANCISCO,CA,94115-3646
NOODLE BAR NODA,8,5800,1737 POST ST #345,SAN FRANCISCO,CA,94115-3646
NOM NOM SANDWICHES,8,5800,1100 26TH ST MAILBOX 35,SAN FRANCISCO,CA,94107-3527
CAFE LA TAZA,8,5800,2481 MISSION ST,SAN FRANCISCO,CA,94110-2414
NORDSTROM INC,8,5800,PO BOX 2229,SEATTLE,WA,98111
NORDSTROM INC,8,5800,PO BOX 2229,SEATTLE,WA,98111
NORTH BEACH PIZZA TOO!,8,5800,1462 GRANT AVENUE,SAN FRANCISCO,CA,94133-3304
NORTH BEACH RESTAURANT INC,8,5800,1512 STOCKTON ST,SAN FRANCISCO,CA,94133-3354
GRACIES CAFE,8,5800,428 VIDAL DR,SAN FRANCISCO,CA,94132
PHILZ COFFEE,8,5800,748 VAN NESS AVE,SAN FRANCISCO,CA,94102-3218
TARA RESTAURANT,8,5800,123 2ND ST,SAN FRANCISCO,CA,94105-3601
ANNIES HOT DOGS & PRETZELS,8,5800,555 FULTON ST RM 115,SAN FRANCISCO,CA,94102-4279
ANNIES HOT DOGS,8,5800,555 FULTON ST RM 115,SAN FRANCISCO,CA,94102-4279
NY FRANKFURTER CO OF CA INC,8,5800,555 FULTON ST RM 115,SAN FRANCISCO,CA,94102-4279
NOSA RIA,8,5800,PO BOX 26217,SAN FRANCISCO,CA,94126
KEIKO A NOB HILL,8,5800,1250 JONES ST,SAN FRANCISCO,CA,94109-4261
OLD SHIP SALOON THE,8,5800,298 PACIFIC AVE,SAN FRANCISCO,CA,94111-1804
OLEA RESTAURANT,8,5800,8400 OCEANVIEW TER #305,SAN FRANCISCO,CA,94132-3264
OM SHAN TEA,8,5800,2912 DIAMOND ST #227,SAN FRANCISCO,CA,94131-3208
AMANTE,8,5800,570 GREEN ST,SAN FRANCISCO,CA,94133-3920
INTL HOUSE OF PANCAKES #1762,8,5800,1323 NEWBURY ROAD #100,NEWBURY PARK,CA,91320-3694
ORALIAS CAFE INC,8,5800,2347 3RD ST,SAN FRANCISCO,CA,94107-3108
QUIZNOS,8,5800,18806 MADISON AVE,CASTRO VALLEY,CA,94546-2565
ORPHAN ANDY'S                  399,8,5800,2370 MARKET ST #503,SAN FRANCISCO,CA,94114-1575
ROYS RESTAURANT SERVICES INC,8,5800,2202 N WESTSHORE BLVD #500,TAMPA,FL,33607
MIFUNE BISTRO,8,5800,1737 POST ST,SAN FRANCISCO,CA,94115-3628
OSAKAYA RESTAURANT,8,5800,1737 POST ST,SAN FRANCISCO,CA,94115-3628
MIFUNE DON RESTAURANT,8,5800,1737 POST ST,SAN FRANCISCO,CA,94115-3628
OSHA THAI RESTAURANT,8,5800,2033 UNION ST,SAN FRANCISCO,CA,94123-4102
OSAH THAI CAFE,8,5800,2922 DIAMOND ST,SAN FRANCISCO,CA,94131-3208
OSHA THAI RESTAURANT,8,5800,301 MAIN ST #18A,SAN FRANCISCO,CA,94105-5042
OSHA THAI RESTAURANT & BAR,8,5800,301 MAIN ST #18A,SAN FRANCISCO,CA,94105-5042
OSHA THAI NOODLE CAFE,8,5800,696 GEARY STREET,SAN FRANCISCO,CA,94102
OSHA THAI INC,8,5800,696 GEARY STREET,SAN FRANCISCO,CA,94102
KETTLE WHISTLE,8,5800,2250 KEITH ST,SAN FRANCISCO,CA,94124-3265
CRAFTSMAN AND WOLVES,8,5800,2250 KEITH ST,SAN FRANCISCO,CA,94124-3265
360 GOURMET BURRITO,8,5800,PO BOX 722,ALAMO,CA,94507-0722
OZ,8,5800,260 KEARNY ST,SAN FRANCISCO,CA,94108-4538
OZONE THAI REST & LOUNGE INC,8,5800,598 SECOND ST,SAN FRANCISCO,CA,94107-1418
RANGE,8,5800,842 VALENCIA ST,SAN FRANCISCO,CA,94110-1737
PACIFIC CATCH CORPORATE OFFICE,8,5800,75 OAK GROVE STREET,SAN FRANCISCO,CA,94107
PACIFIC CATCH,8,5800,75 OAK GROVE STREET,SAN FRANCISCO,CA,94107
PACIFIC CATCH,8,5800,75 OAK GROVE STREET,SAN FRANCISCO,CA,94107
PACIFIC COURT CAFE,8,5800,728 PACIFIC AVE,SAN FRANCISCO,CA,94133-4457
PACIFIC PUFFS,8,5800,2719 FRANKLIN ST,SAN FRANCISCO,CA,94123-3707
SWEET DELIGHT,8,5800,769 LAKEVIEW AVE,SAN FRANCISCO,CA,94112-2203
MISSION SUB,8,5800,769 LAKEVIEW AVE,SAN FRANCISCO,CA,94112-2203
GOLDEN OCEAN QUICKLY,8,5800,769 LAKEVIEW AVE,SAN FRANCISCO,CA,94112-2203
PAD THAI RESTAURANT,8,5800,3259 MISSION ST,SAN FRANCISCO,CA,94110-5006
PAGAN RESTAURANT LLC,8,5800,1 BEACHMONT DR,SAN FRANCISCO,CA,94132-1607
SMOOTH THAI,8,5800,3202 GARRETT COURT,UNION CITY,CA,94587-1664
PALADAR CAFE CUBANO,8,5800,430 COLLEGE AVE,SAN FRANCISCO,CA,94112-1114
BURRITT ROOM,8,5800,417 STOCKTON ST,SAN FRANCISCO,CA,94108-3608
PANCHITAS RESTAURANT #2,8,5800,3091 16TH ST,SAN FRANCISCO,CA,94103-3420
PANDA EXPRESS,8,5800,1683 WALNUT GROVE AV,ROSEMEAD,CA,91770-3711
PANDA EXPRESS #845,8,5800,1683 WALNUT GROVE AV,ROSEMEAD,CA,91770-3711
PANDA EXPRESS,8,5800,1683 WALNUT GROVE AV,ROSEMEAD,CA,91770-3711
PANDA EXPRESS,8,5800,1683 WALNUT GROVE AV,ROSEMEAD,CA,91770-3711
PALIO PANINOTECA,8,5800,"505 MONTGOMERY ST, LOBBY",SAN FRANCISCO,CA,94111-6529
PALIO PANINOTECA,8,5800,"505 MONTGOMERY ST, LOBBY",SAN FRANCISCO,CA,94111-6529
PALIO CAFFE,8,5800,"505 MONTGOMERY ST, LOBBY",SAN FRANCISCO,CA,94111-6529
PALIO PANINOTECA,8,5800,"505 MONTGOMERY ST, LOBBY",SAN FRANCISCO,CA,94111-6529
PAPALOTE,8,5800,5094 IDYLLWILD DR,FAIRFIELD,CA,94534-6656
PAPALOTE,8,5800,5094 IDYLLWILD DR,FAIRFIELD,CA,94534-6656
VANIDA THAI KITCHEN,8,5800,3202 GARRETT CT,UNION CITY,CA,94587-1664
PARADA 22,8,5800,1508 MEEK AVE,NAPA,CA,94559-1520
PIZZARIA,8,5800,448 BROADWAY STREET,SAN FRANCISCO,CA,94133-4515
QUICKLY,8,5800,1050 TARAVAL ST,SAN FRANCISCO,CA,94116-2423
PASTA MOTO OF SAN FRANCISCO,8,5800,544 MAIN AVENUE,NORWALK,CT,06851
PASTA POMODORO,8,5800,"1550 BRYANT STREET, #300",SAN FRANCISCO,CA,94103
PASTA POMODORO,8,5800,"1550 BRYANT STREET, #300",SAN FRANCISCO,CA,94103
PASTA POMODORO,8,5800,"1550 BRYANT STREET, #300",SAN FRANCISCO,CA,94103
PASTAGINA,8,5800,741 DIAMOND STREET,SAN FRANCISCO,CA,94114
PIPERADE RESTAURANT,8,5800,1015 BATTERY ST,SAN FRANCISCO,CA,94111-1201
PATPONG THAI CUISINE INC,8,5800,2415 CLEMENT ST,SAN FRANCISCO,CA,94121-1921
PAZZIA,8,5800,337 3RD ST,SAN FRANCISCO,CA,94107-1212
PEANUT WAGON,8,5800,1090 POINT LOBOS AVE,SAN FRANCISCO,CA,94121-1449
THE CLIFF HOUSE RESTAURANT,8,5800,1090 POINT LOBOS AVE,SAN FRANCISCO,CA,94121-1449
PEARL CITY SEAFOOD REST. INC.,8,5800,641 JACKSON ST,SAN FRANCISCO,CA,94133-5006
PEET'S COFFEE AND TEA INC,8,5800,1400 PARK AVE,EMERYVILLE,CA,94608-3520
PEET'S COFFEE AND TEA INC,8,5800,1400 PARK AVE,EMERYVILLE,CA,94608-3520
PIAZZA PELLEGRINI,8,5800,659 COLUMBUS AVE,SAN FRANCISCO,CA,94133-2829
PENINSULA SEAFOOD RESTAURANT,8,5800,641 JACKSON ST,SAN FRANCISCO,CA,94133-5006
VENTICELLO RISTORANTE,8,5800,1152 TAYLOR ST,SAN FRANCISCO,CA,94108-1916
NOB HILL CAFE,8,5800,1152 TAYLOR ST,SAN FRANCISCO,CA,94108-1916
PESCE,8,5800,2227 POLK ST,SAN FRANCISCO,CA,94109-1815
SAPPHIRE ASIAN CUISINE & BAR,8,5800,50 POST ST #62A,SAN FRANCISCO,CA,94104-4515
PHIL'Z COFFEE,8,5800,1300 POTRERO AVENUE,SAN FRANCSICO,CA,94110-3525
PHIL'Z COFFEE,8,5800,1300 POTRERO AVENUE,SAN FRANCSICO,CA,94110-3525
PHILZ COFFEE,8,5800,1300 POTRERO AVENUE,SAN FRANCSICO,CA,94110-3525
PHIL'Z COFFEE,8,5800,1300 POTRERO AVENUE,SAN FRANCSICO,CA,94110-3525
PHO HA TIEN INC,8,5800,1900 OCEAN AVE,SAN FRANCISCO,CA,94127-2744
PHO HUYNH HIEP II INC,8,5800,1833 IRVING ST,SAN FRANCISCO,CA,94122-1817
PHO VUNG TAU INC,8,5800,708 VALLEJO ST,SAN FRANCISCO,CA,94133-3819
PHOENIX IRISH BAR & RESTAURANT,8,5800,811 VALENCIA ST,SAN FRANCISCO,CA,94110-1736
FRESHROLL,8,5800,1 DANIEL BURNHAM CT #409,SAN FRANCISCO,CA,94109-5457
BUCKHORN GRILL,8,5800,10 MAIN ST,WINTERS,CA,95694-1723
BUCKHORN,8,5800,10 MAIN ST,WINTERS,CA,95694-1723
BUCKHORN GRILL,8,5800,10 MAIN ST,WINTERS,CA,95694-1723
PIER 23 CAFE INC,8,5800,PIER 23,SAN FRANCISCO,CA,94111
L'OTTAVO RISTORANTE ITALIANO,8,5800,690 SUTTER ST,SAN FRANCISCO,CA,94102-1025
THE PIG AND WHISTLE,8,5800,2801 GEARY BLVD,SAN FRANCISCO,CA,94118-3407
EMPERO TASTE,8,5800,4052 BALBOA ST,SAN FRANCISCO,CA,94121
TRATTORIA PINOCCHIO,8,5800,401 COLUMBUS AVE,SAN FRANCISCO,CA,94133-3901
PISCES CALIFORNIA CUISINE,8,5800,3416 JUDAH ST,SAN FRANCISCO,CA,94122-1327
PIZZA JOINT,8,5800,2414 SAN BRUNO AV,SAN FRANCISCO,CA,94134-1503
ESCAPE FROM NEW YORK PIZZA,8,5800,2109 POLK ST,SAN FRANCISCO,CA,94109-2506
PIZZA PRADA,8,5800,239 POWELL ST,SAN FRANCISCO,CA,94102-2205
THE USUAL SUSPECTS CAFE,8,5800,596 VALLEY ST,SAN FRANCISCO,CA,94131-2236
SOMA CHICKEN AND SALAD,8,5800,1426 FILLMORE ST #203,SAN FRANCISCO,CA,94115
THE SENTINEL RESTAURANT,8,5800,127 STEVENSON ST,SAN FRANCISCO,CA,94105-3403
CANTEEN,8,5800,127 STEVENSON ST,SAN FRANCISCO,CA,94105-3403
PLOUF,8,5800,40 BELDEN PL,SAN FRANCISCO,CA,94104-2802
GIOIA PIZZERIA,8,5800,2238 POLK STREET,SAN FRANCISCO,CA,94109
NICK'S LIGHTHOUSE,8,5800,2815 TAYLOR STREET,SAN FRANCISCO,CA,94133-1001
POMPEIS GROTTO,8,5800,340 JEFFERSON ST,SAN FRANCISCO,CA,94133-1108
CIOPPINO'S,8,5800,496 JEFFERSON ST,SAN FRANCISCO,CA,94109-1315
TOGO'S EATERIES,8,5800,2300 16TH ST,SAN FRANCISCO,CA,94103
PPQ INC,8,5800,2332 CLEMENT ST,SAN FRANCISCO,CA,94121-1920
SUBWAY,8,5800,PO BOX #640900,SAN FRANCISCO,CA,94164-0900
SUBWAY #4066,8,5800,PO BOX #640900,SAN FRANCISCO,CA,94164-0900
SUBWAY #3066,8,5800,PO BOX #640900,SAN FRANCISCO,CA,94164-0900
SUBWAY #16604,8,5800,PO BOX #640900,SAN FRANCISCO,CA,94164-0900
LEOPOLDS,8,5800,2400 POLK ST,SAN FRANCISCO,CA,94109
CAFE DE LA PRESSE,8,5800,352 GRANT AVENUE,SAN FRANCISCO,CA,94108-3607
CAFE DE LA PRESSE,8,5800,352 GRANT AVENUE,SAN FRANCISCO,CA,94108-3607
MRS FIELD'S COOKIES PIER 39    PIE,8,5800,3001 GEARY BLVD #201,SAN FRANCISCO,CA,94118-3396
PUNJAB KABAB HOUSE,8,5800,101 EDDY ST,SAN FRANCISCO,CA,94102
BUTTER,8,5800,354 11TH ST,SAN FRANCISCO,CA,94103-4314
OLGA'S MEDITERRANEAN CAGE,8,5800,6095 MONTGOMERY CT,SAN JOSE,CA,95135-1423
QUICKLY,8,5800,PO BOX 4252,FOSTER CITY,CA,94404
QUICKLY FILLMORE,8,5800,6901 GEARY BLVD,SAN FRANCISCO,CA,94121-1620
QUICKLY GEARY,8,5800,6901 GEARY BLVD,SAN FRANCISCO,CA,94121-1620
BELLA LUCCA,8,5800,PO BOX 2273,SOUTH SAN FRANCISCO,CA,94083-2273
R & G EXECUTIVE LOUNGE INC,8,5800,631 KEARNY ST #B,SAN FRANCISCO,CA,94108-1810
R BAR,8,5800,1176 SUTTER ST,SAN FRANCISCO,CA,94109-5608
PORTICO,8,5800,98 1ST ST,SAN FRANCISCO,CA,94105-2534
RAMZI'S CAFE,8,5800,650 TURQUOISE DR,HERCULES,CA,94547-1762
GAMBINO'S,8,5800,650 TURQUOISE DR,HERCULES,CA,94547-1762
GAMBINO'S,8,5800,650 TURQUOISE DR,HERCULES,CA,94547-1762
CAFE VENUE LEIDESDORFF,8,5800,734 MERRIMAC PL,DANVILLE,CA,94526-2614
CAFE VENUE FIFTH,8,5800,734 MERRIMAC PL,DANVILLE,CA,94526-2614
CAFE VENUE FREMONT,8,5800,734 MERRIMAC PL,DANVILLE,CA,94526-2614
CAFE VENUE MONTGOMERY,8,5800,734 MERRIMAC PL,DANVILLE,CA,94526-2614
RADISH,8,5800,3465 19TH STREET,SAN FRANCISCO,CA,94110
CAFE CAPRICCIO,8,5800,2200 MASON ST,SAN FRANCISCO,CA,94133
RAMEN DORAKU INC,8,5800,1042 TARAVAL ST,SAN FRANCISCO,CA,94116
RANCHO PARNASSUS,8,5800,335 JONES ST,SAN FRANCISCO,CA,94102
LUPA,8,5800,4109 24TH ST,SAN FRANCISCO,CA,94114-3614
RAVA FOOD INC,8,5800,237 POWELL ST,SAN FRANCISCO,CA,94102-2205
EL TESORO TAQUERIA & GRILL,8,5800,599 O'FARRELL ST,SAN FRANCISCO,CA,94102-1931
EL TESORO TAQUERIA & GRILL,8,5800,599 O'FARRELL ST,SAN FRANCISCO,CA,94102-1931
SAPOTEN,8,5800,1596 24TH AVE,SAN FRANCISCO,CA,94122
RED CRAWFISH,8,5800,611 LARKIN ST,SAN FRANCISCO,CA,94109-7910
NATURAL SENSATIONS,8,5800,724 PEPPER DR,SAN BRUNO,CA,94066-2936
REGENT THAI RESTAURANT,8,5800,115 HAZELWOOD AVE,SAN FRANCISCO,CA,94112-1312
QUANTUM,8,5800,115 HAZELWOOD AVE,SAN FRANCISCO,CA,94112-1312
REPLENISH,8,5800,2269 CHESTNUT ST #115,SAN FRANCISCO,CA,94123-2600
RESTAURANT LU LU,8,5800,816 FOLSOM ST,SAN FRANCISCO,CA,94107-1123
PALOMINO EURO-BISTRO,8,5800,411 1ST AVE S #200N,SEATTLE,WA,98104
BUTTERFLY EMBARCADERO,8,5800,PIER 33 THE EMBARCADERO,SAN FRANCISCO,CA,94111
THE ORIGINAL FRONT ROOM,8,5800,1550 CALIFORNIA ST,SAN FRANCISCO,CA,94109-4783
RICE GARDEN,8,5800,2121 W. MISSION RD #301,ALHAMBRA,CA,91803
TAQUERIA CANCUN #3,8,5800,3211 MISSION ST,SAN FRANCISCO,CA,94110-5006
CANCUN RESTAURANT #1,8,5800,2288 MISSION ST,SAN FRANCISCO,CA,94110-1812
CANCUN RESTAURANT,8,5800,2288 MISSION ST,SAN FRANCISCO,CA,94110-1812
RICO MEX,8,5800,53 STEVENSON ST,SAN FRANCISCO,CA,94105-2905
EL TORO,8,5800,2470 SAN BRUNO AVE,SAN FRANCISCO,CA,94134-1526
RISTORANTE IDEALE LLC,8,5800,1309 GRANT AVE,SAN FRANCISCO,CA,94133-3903
RITUAL COFFEE ROASTERS,8,5800,1050 HOWARD ST,SAN FRANCISCO,CA,94103-2820
RITUAL COFFEE ROASTERS,8,5800,1050 HOWARD ST,SAN FRANCISCO,CA,94103-2820
RITUAL COFFEE ROASTERS,8,5800,1050 HOWARD ST,SAN FRANCISCO,CA,94103-2820
RITZ CARLTON SAN FRANCISCO THE,8,5800,600 STOCKTON ST,SAN FRANCISCO,CA,94108-2311
RODGERS COFFEE & TEA LLC,8,5800,PO BOX 318101,SAN FRANCISCO,CA,94131
MCDONALDS 16TH & MISSION,8,5800,411 BOREL AVE #606,SAN MATEO,CA,94402-3521
MCDONALDS 3RD & YOSEMITE,8,5800,411 BOREL AVE #606,SAN MATEO,CA,94402-3521
MCDONALDS #17728,8,5800,411 BOREL AVE #606,SAN MATEO,CA,94402-3521
MCDONALD'S RESTAURANT,8,5800,411 BOREL AVE #606,SAN MATEO,CA,94402-3521
MCDONALDS FRONT STREET,8,5800,411 BOREL AVE #606,SAN MATEO,CA,94402-3521
MCDONALDS POTRERO,8,5800,411 BOREL AVE #606,SAN MATEO,CA,94402-3521
MCDONALDS 24TH & MISSION,8,5800,411 BOREL AVE #606,SAN MATEO,CA,94402-3521
LITTLE JOES PIZZA,8,5800,5006 MISSION ST,SAN FRANCISCO,CA,94112-3418
THAI GIFT SHOP,8,5800,PO BOX 27472,SAN FRANCISCO,CA,94127-0472
ROLLING-OUT,8,5800,1722 TARAVAL STREET,SAN FRANCISCO,CA,94116
ROMA PIZZERIA,8,5800,5099 MISSION ST,SAN FRANCISCO,CA,94112
ROSAMUNDE SAUSAGE GRILL,8,5800,2832 MISSION ST,SAN FRANCISCO,CA,94110-3908
DUBLINER BAR,8,5800,328 WEST PORTAL AVE,SAN FRANCISCO,CA,94127-1412
DUBLINER WEST PORTAL,8,5800,328 WEST PORTAL AVE,SAN FRANCISCO,CA,94127-1412
DOTTIES TRUE BLUE CAFE,8,5800,28 6TH STREET,SAN FRANCISCO,CA,94103-1602
ROUGE,8,5800,715 HARRISON ST,SAN FRANCISCO,CA,94107-1225
ROYAL EXCHANGE REST CO THE,8,5800,301 SACRAMENTO ST,SAN FRANCISCO,CA,94111-3601
THAI THAI NOODLE,8,5800,1400 CALIFORNIA ST,SAN FRANCISCO,CA,94109-4712
RSCH OPERATIONS INC,8,5800,1030 W CANTON AVE STE 100,WINTER PARK,FL,32789-3050
THE MIDNIGHT SUN,8,5800,4067 18TH STREET,SAN FRANCISCO,CA,94114
MIDNIGHT SUN,8,5800,4067 18TH STREET,SAN FRANCISCO,CA,94114
MARKET & RYE,8,5800,PO BOX 40337,SAN FRANCISCO,CA,94140
3-SUM EATS,8,5800,PO BOX 40337,SAN FRANCISCO,CA,94140
SUBWAY 31419,8,5800,2599 SAN BRUNO AVE,SAN FRANCISCO,CA,94134-1504
SHABU HOUSE,8,5800,5158 GEARY BLVD,SAN FRANCISCO,CA,94118-2816
S B HOUSE INC,8,5800,5158 GEARY BLVD,SAN FRANCISCO,CA,94118-2816
S F BAY CONCESSIONAIRES        PIE,8,5800,41 PIER FISHERMAN'S WHARF,SAN FRANCISCO,CA,94133
S F OCEANIC RESTAURANT,8,5800,94 CLEARVIEW DR,DALY CITY,CA,94015
SILVER CLOUD,8,5800,1994 LOMBARD ST,SAN FRANCISCO,CA,94123-2807
SAIGON DELI EXPRESS LLC,8,5800,2100 29TH AVE,SAN FRANCISCO,CA,94116-1735
OYAJI RESTAURANT,8,5800,1879 18TH AVE,SAN FRANCISCO,CA,94122-4507
SAKANABUNE JAPANESE RESTAURANT,8,5800,5701 GEARY BLVD,SAN FRANCISCO,CA,94121-2111
PURPLEKOW,8,5800,567 PINE ST STE 201,SAN FRANCISCO,CA,94108-3221
PURPLE KOW,8,5800,567 PINE ST STE 201,SAN FRANCISCO,CA,94108-3221
KAMS RESTAURANT,8,5800,567 PINE ST STE 201,SAN FRANCISCO,CA,94108-3221
SAM'S DINER,8,5800,1220 MARKET ST,SAN FRANCISCO,CA,94102-4801
SAM WO CAFE INC,8,5800,567 PINE ST #201,SAN FRANCISCO,CA,94108-3221
SAN BRUNO CAFE INC,8,5800,2546 SAN BRUNO AVE,SAN FRANCISCO,CA,94134-1505
LAS ESTRELLAS,8,5800,330 GOUGH ST,SAN FRANCISCO,CA,94102-5115
STELLINE,8,5800,330 GOUGH ST,SAN FRANCISCO,CA,94102-5115
CAFE MADELINE,8,5800,312 19TH AVE,SAN FRANCISCO,CA,94121-2305
CAFE MADELEINE,8,5800,312 19TH AVE,SAN FRANCISCO,CA,94121-2305
CAFE MADELEINE,8,5800,312 19TH AVE,SAN FRANCISCO,CA,94121-2305
ZPIZZA,8,5800,833 MISSION ST #C,SAN FRANCISCO,CA,94103-3006
BOMBAY INDIAN RESTAURANT,8,5800,2217 MARKET ST,SAN FRANCISCO,CA,94114-1612
SANKAKU SUSHI & NOODLE #1 & #3,8,5800,36 WILLOW LN,SAUSALITO,CA,94965-1532
SANQUIN COFFEE INC,8,5800,881 SAN JOSE AVENUE APT #3,SAN FRANCISCO,CA,94110-5448
OX CAFE,8,5800,801 S VAN NESS AVE,SAN FRANCISCO,CA,94110
SCHROEDER'S CAFE - SCHROEDER'S,8,5800,240 FRONT ST,SAN FRANCISCO,CA,94111-4403
SCOMAS RESTAURANT INC,8,5800,47 PIER,SAN FRANCISCO,CA,94133-1004
"SCSD INC #41309,SUBWAY SANDWIC 187",8,5800,PO BOX 640900,SAN FRANCISCO,CA,94164
PRESERVATION HALL WEST,8,5800,2414 CENTRAL AVE,ALAMEDA,CA,94501-4516
THE SECOND LINE RESTAURANT,8,5800,2414 CENTRAL AVE,ALAMEDA,CA,94501-4516
THE CHAPEL RESTAURANT,8,5800,2414 CENTRAL AVE,ALAMEDA,CA,94501-4516
CAFE BELLINI,8,5800,235 POWELL ST,SAN FRANCISCO,CA,94102-2205
CAFE BELLINI,8,5800,235 POWELL ST,SAN FRANCISCO,CA,94102-2205
CAFE BELLINI,8,5800,235 POWELL ST,SAN FRANCISCO,CA,94102-2205
CAFFE CENTRAL,8,5800,235 POWELL ST,SAN FRANCISCO,CA,94102-2205
CAFE BELLINI,8,5800,235 POWELL ST,SAN FRANCISCO,CA,94102-2205
CAFE BELLINI,8,5800,235 POWELL ST,SAN FRANCISCO,CA,94102-2205
BURGER HOUSE,8,5800,235 POWELL ST,SAN FRANCISCO,CA,94102-2205
PAN DE MIE,8,5800,335 KEARNY ST,SAN FRANCISCO,CA,94108
BAR CRUDO,8,5800,655 DIVISADERO ST,SAN FRANCISCO,CA,94117-1501
DNA PIZZA,8,5800,375 11TH ST,SAN FRANCISCO,CA,94103-4313
DNA LOUNGE,8,5800,375 11TH ST,SAN FRANCISCO,CA,94103-4313
SEOUL ON WHEELS INC,8,5800,PO BOX 882531,SAN FRANCISCO,CA,94188-2531
CAFFE ROMA,8,5800,885 BRYANT ST,SAN FRANCISCO,CA,94103-4719
SERPENTINE,8,5800,2501 MARIPOSA ST,SAN FRANCISCO,CA,94110
SERRANO'S PIZZA INC,8,5800,3274 21ST ST,SAN FRANCISCO,CA,94110-2423
LEAPING LEMUR CART,8,5800,4699 MARION ST,DENVER,CO,80216-2118
LEAPING LEMUR CAFE,8,5800,4699 MARION ST,DENVER,CO,80216-2118
PLAYFIELD CAFE,8,5800,4699 MARION ST,DENVER,CO,80216-2118
TERRACE CAFE,8,5800,4699 MARION ST,DENVER,CO,80216-2118
SEA LION CART,8,5800,4699 MARION ST,DENVER,CO,80216-2118
LION HOUSE CART,8,5800,4699 MARION ST,DENVER,CO,80216-2118
GIRAFFE CART,8,5800,4699 MARION ST,DENVER,CO,80216-2118
